MLP Model:
NetWork(
  (fc): Sequential(
    (0): Linear(in_features=10800, out_features=2048, bias=True)
    (1): Dropout(p=0.5, inplace=False)
    (2): ReLU()
    (3): Linear(in_features=2048, out_features=1024, bias=True)
    (4): Dropout(p=0.5, inplace=False)
    (5): ReLU()
    (6): Linear(in_features=1024, out_features=512, bias=True)
    (7): Dropout(p=0.5, inplace=False)
    (8): ReLU()
    (9): Linear(in_features=512, out_features=256, bias=True)
    (10): Dropout(p=0.5, inplace=False)
    (11): ReLU()
    (12): Linear(in_features=256, out_features=4, bias=True)
  )
)
tensor([0.0339, 0.0357, 0.0465, 0.0208], device='cuda:0')
Epoch [1/1000], Loss: 0.0126, Saved!
Epoch [1/1000], Loss: 0.0126, Acc: 1.0000,ValidSet Acc: 0.3727
Epoch [2/1000], Loss: 1.5464, Acc: 0.7060,ValidSet Acc: 0.3356
Epoch [3/1000], Loss: 2.4188, Acc: 0.5440,ValidSet Acc: 0.2940
Epoch [4/1000], Loss: 1.7717, Acc: 0.6806,ValidSet Acc: 0.2940
Epoch [5/1000], Loss: 2.0524, Acc: 0.6644,ValidSet Acc: 0.2940
Epoch [6/1000], Loss: 2.2509, Acc: 0.6597,ValidSet Acc: 0.2731
Epoch [7/1000], Loss: 1.7592, Acc: 0.6667,ValidSet Acc: 0.3519
Epoch [8/1000], Loss: 1.4924, Acc: 0.6921,ValidSet Acc: 0.3356
Epoch [9/1000], Loss: 2.5162, Acc: 0.6435,ValidSet Acc: 0.3310
Epoch [10/1000], Loss: 1.8065, Acc: 0.6690,ValidSet Acc: 0.3310
Epoch [11/1000], Loss: 1.9647, Acc: 0.6852,ValidSet Acc: 0.3310
Epoch [12/1000], Loss: 1.3164, Acc: 0.7222,ValidSet Acc: 0.3519
Epoch [13/1000], Loss: 1.1464, Acc: 0.7778,ValidSet Acc: 0.3310
Epoch [14/1000], Loss: 1.3206, Acc: 0.7014,ValidSet Acc: 0.3519
Epoch [15/1000], Loss: 0.9125, Acc: 0.7708,ValidSet Acc: 0.3102
Epoch [16/1000], Loss: 2.0091, Acc: 0.6875,ValidSet Acc: 0.3148
Epoch [17/1000], Loss: 1.0062, Acc: 0.8241,ValidSet Acc: 0.3565
Epoch [18/1000], Loss: 1.0251, Acc: 0.7407,ValidSet Acc: 0.3565
Epoch [19/1000], Loss: 0.9298, Acc: 0.7662,ValidSet Acc: 0.3194
Epoch [20/1000], Loss: 1.1174, Acc: 0.7963,ValidSet Acc: 0.2778
Epoch [21/1000], Loss: 1.7242, Acc: 0.7361,ValidSet Acc: 0.2778
Epoch [22/1000], Loss: 1.4387, Acc: 0.6852,ValidSet Acc: 0.3356
Epoch [23/1000], Loss: 1.0734, Acc: 0.7616,ValidSet Acc: 0.3102
