MLP Model:
NetWork(
  (fc): Sequential(
    (0): Linear(in_features=10800, out_features=2048, bias=True)
    (1): Dropout(p=0.5, inplace=False)
    (2): ReLU()
    (3): Linear(in_features=2048, out_features=1024, bias=True)
    (4): Dropout(p=0.5, inplace=False)
    (5): ReLU()
    (6): Linear(in_features=1024, out_features=512, bias=True)
    (7): Dropout(p=0.5, inplace=False)
    (8): ReLU()
    (9): Linear(in_features=512, out_features=256, bias=True)
    (10): Dropout(p=0.5, inplace=False)
    (11): ReLU()
    (12): Linear(in_features=256, out_features=4, bias=True)
  )
)
tensor([0.0339, 0.0357, 0.0465, 0.0208], device='cuda:0')
Epoch [1/1000], Loss: 0.1513, Saved!
Epoch [1/1000], Loss: 0.1513, Acc: 0.9861,ValidSet Acc: 0.2569
Epoch [2/1000], Loss: 3.7534, Acc: 0.4259,ValidSet Acc: 0.2407
Epoch [3/1000], Loss: 2.7809, Acc: 0.5255,ValidSet Acc: 0.1991
Epoch [4/1000], Loss: 3.5416, Acc: 0.4630,ValidSet Acc: 0.1991
Epoch [5/1000], Loss: 3.6642, Acc: 0.4421,ValidSet Acc: 0.1991
Epoch [6/1000], Loss: 3.5401, Acc: 0.4259,ValidSet Acc: 0.2569
Epoch [7/1000], Loss: 2.4917, Acc: 0.5394,ValidSet Acc: 0.2778
Epoch [8/1000], Loss: 2.7834, Acc: 0.4653,ValidSet Acc: 0.2569
Epoch [9/1000], Loss: 2.9244, Acc: 0.4699,ValidSet Acc: 0.2569
Epoch [10/1000], Loss: 2.4284, Acc: 0.5532,ValidSet Acc: 0.2153
Epoch [11/1000], Loss: 3.2596, Acc: 0.4676,ValidSet Acc: 0.1944
Epoch [12/1000], Loss: 2.4030, Acc: 0.5162,ValidSet Acc: 0.2153
Epoch [13/1000], Loss: 2.6782, Acc: 0.4491,ValidSet Acc: 0.1782
Epoch [14/1000], Loss: 2.0812, Acc: 0.5417,ValidSet Acc: 0.1782
Epoch [15/1000], Loss: 2.7751, Acc: 0.5000,ValidSet Acc: 0.1991
