MLP Model:
NetWork(
  (fc): Sequential(
    (0): Linear(in_features=186, out_features=256, bias=True)
    (1): Dropout(p=0.5, inplace=False)
    (2): ReLU()
    (3): Linear(in_features=256, out_features=128, bias=True)
    (4): Dropout(p=0.5, inplace=False)
    (5): ReLU()
    (6): Linear(in_features=128, out_features=5, bias=True)
  )
)
tensor([0.0392, 0.0202, 0.0357, 0.0465, 0.0192], device='cuda:0')
Epoch [1/1000], Loss: 0.4176, Saved!
Epoch [1/1000], Loss: 0.4176, Acc: 0.8379,ValidSet Acc: 0.2240
Epoch [2/1000], Loss: 0.7320, Acc: 0.6941,ValidSet Acc: 0.2240
Epoch [3/1000], Loss: 0.8018, Acc: 0.6584,ValidSet Acc: 0.2240
Epoch [4/1000], Loss: 0.8129, Acc: 0.6551,ValidSet Acc: 0.2240
Epoch [5/1000], Loss: 0.7908, Acc: 0.6955,ValidSet Acc: 0.2240
Epoch [6/1000], Loss: 0.8130, Acc: 0.6640,ValidSet Acc: 0.2240
Epoch [7/1000], Loss: 0.7663, Acc: 0.6898,ValidSet Acc: 0.2240
Epoch [8/1000], Loss: 0.8257, Acc: 0.6438,ValidSet Acc: 0.2240
Epoch [9/1000], Loss: 0.7528, Acc: 0.6570,ValidSet Acc: 0.2240
Epoch [10/1000], Loss: 0.7392, Acc: 0.6715,ValidSet Acc: 0.2240
Epoch [11/1000], Loss: 0.7102, Acc: 0.6889,ValidSet Acc: 0.2240
Epoch [12/1000], Loss: 0.6881, Acc: 0.6964,ValidSet Acc: 0.2240
Epoch [13/1000], Loss: 0.7050, Acc: 0.6978,ValidSet Acc: 0.2240
Epoch [14/1000], Loss: 0.6653, Acc: 0.7096,ValidSet Acc: 0.2240
Epoch [15/1000], Loss: 0.7187, Acc: 0.6781,ValidSet Acc: 0.2240
Epoch [16/1000], Loss: 0.7868, Acc: 0.6631,ValidSet Acc: 0.2083
Epoch [17/1000], Loss: 0.6499, Acc: 0.7030,ValidSet Acc: 0.2083
Epoch [18/1000], Loss: 0.6940, Acc: 0.6913,ValidSet Acc: 0.2083
Epoch [19/1000], Loss: 0.7856, Acc: 0.6523,ValidSet Acc: 0.2083
Epoch [20/1000], Loss: 0.7804, Acc: 0.7063,ValidSet Acc: 0.2083
Epoch [21/1000], Loss: 0.7174, Acc: 0.6945,ValidSet Acc: 0.2240
Epoch [22/1000], Loss: 0.6409, Acc: 0.7260,ValidSet Acc: 0.2240
Epoch [23/1000], Loss: 0.6943, Acc: 0.7030,ValidSet Acc: 0.2240
Epoch [24/1000], Loss: 0.6975, Acc: 0.6504,ValidSet Acc: 0.2240
Epoch [25/1000], Loss: 0.6562, Acc: 0.7237,ValidSet Acc: 0.2240
Epoch [26/1000], Loss: 0.7290, Acc: 0.6814,ValidSet Acc: 0.2083
Epoch [27/1000], Loss: 0.7013, Acc: 0.7143,ValidSet Acc: 0.2240
Epoch [28/1000], Loss: 0.7278, Acc: 0.6898,ValidSet Acc: 0.2083
Epoch [29/1000], Loss: 0.6717, Acc: 0.7336,ValidSet Acc: 0.2083
Epoch [30/1000], Loss: 0.6728, Acc: 0.7251,ValidSet Acc: 0.2083
Epoch [31/1000], Loss: 0.6455, Acc: 0.7326,ValidSet Acc: 0.2083
Epoch [32/1000], Loss: 0.6420, Acc: 0.6964,ValidSet Acc: 0.2240
Epoch [33/1000], Loss: 0.6463, Acc: 0.7383,ValidSet Acc: 0.2240
Epoch [34/1000], Loss: 0.7532, Acc: 0.6692,ValidSet Acc: 0.2240
Epoch [35/1000], Loss: 0.6308, Acc: 0.7143,ValidSet Acc: 0.2083
Epoch [36/1000], Loss: 0.7026, Acc: 0.6889,ValidSet Acc: 0.2083
Epoch [37/1000], Loss: 0.6520, Acc: 0.7237,ValidSet Acc: 0.2083
Epoch [38/1000], Loss: 0.6544, Acc: 0.7044,ValidSet Acc: 0.2240
Epoch [39/1000], Loss: 0.5944, Acc: 0.7336,ValidSet Acc: 0.2240
Epoch [40/1000], Loss: 0.5945, Acc: 0.7646,ValidSet Acc: 0.2240
Epoch [41/1000], Loss: 0.6719, Acc: 0.7448,ValidSet Acc: 0.2240
Epoch [42/1000], Loss: 0.6967, Acc: 0.6837,ValidSet Acc: 0.2240
Epoch [43/1000], Loss: 0.7007, Acc: 0.7185,ValidSet Acc: 0.2240
Epoch [44/1000], Loss: 0.6676, Acc: 0.7383,ValidSet Acc: 0.2240
Epoch [45/1000], Loss: 0.7162, Acc: 0.7129,ValidSet Acc: 0.2240
Epoch [46/1000], Loss: 0.6422, Acc: 0.7096,ValidSet Acc: 0.2240
Epoch [47/1000], Loss: 0.5920, Acc: 0.7425,ValidSet Acc: 0.2240
Epoch [48/1000], Loss: 0.7341, Acc: 0.6978,ValidSet Acc: 0.2083
Epoch [49/1000], Loss: 0.6925, Acc: 0.7054,ValidSet Acc: 0.2083
Epoch [50/1000], Loss: 0.6129, Acc: 0.7425,ValidSet Acc: 0.2083
Epoch [51/1000], Loss: 0.6642, Acc: 0.6922,ValidSet Acc: 0.2083
Epoch [52/1000], Loss: 0.6217, Acc: 0.7105,ValidSet Acc: 0.2083
Epoch [53/1000], Loss: 0.6895, Acc: 0.7091,ValidSet Acc: 0.2240
Epoch [54/1000], Loss: 0.7524, Acc: 0.6866,ValidSet Acc: 0.2240
Epoch [55/1000], Loss: 0.5874, Acc: 0.7143,ValidSet Acc: 0.2240
Epoch [56/1000], Loss: 0.6127, Acc: 0.7458,ValidSet Acc: 0.2240
Epoch [57/1000], Loss: 0.6358, Acc: 0.7086,ValidSet Acc: 0.2240
Epoch [58/1000], Loss: 0.5822, Acc: 0.7458,ValidSet Acc: 0.2240
Epoch [59/1000], Loss: 0.5690, Acc: 0.7655,ValidSet Acc: 0.2240
Epoch [60/1000], Loss: 0.5867, Acc: 0.7274,ValidSet Acc: 0.2240
Epoch [61/1000], Loss: 0.5997, Acc: 0.7566,ValidSet Acc: 0.2240
Epoch [62/1000], Loss: 0.5804, Acc: 0.7242,ValidSet Acc: 0.2240
Epoch [63/1000], Loss: 0.6025, Acc: 0.7364,ValidSet Acc: 0.2240
Epoch [64/1000], Loss: 0.6175, Acc: 0.7326,ValidSet Acc: 0.2240
Epoch [65/1000], Loss: 0.4973, Acc: 0.7754,ValidSet Acc: 0.2240
Epoch [66/1000], Loss: 0.5180, Acc: 0.7796,ValidSet Acc: 0.2240
Epoch [67/1000], Loss: 0.5659, Acc: 0.7350,ValidSet Acc: 0.2240
Epoch [68/1000], Loss: 0.6007, Acc: 0.7350,ValidSet Acc: 0.2240
Epoch [69/1000], Loss: 0.5461, Acc: 0.7744,ValidSet Acc: 0.2240
Epoch [70/1000], Loss: 0.5430, Acc: 0.7763,ValidSet Acc: 0.2240
Epoch [71/1000], Loss: 0.6320, Acc: 0.7284,ValidSet Acc: 0.2240
Epoch [72/1000], Loss: 0.6110, Acc: 0.7420,ValidSet Acc: 0.2240
Epoch [73/1000], Loss: 0.5745, Acc: 0.7523,ValidSet Acc: 0.2240
Epoch [74/1000], Loss: 0.5969, Acc: 0.7730,ValidSet Acc: 0.2240
Epoch [75/1000], Loss: 0.5601, Acc: 0.7415,ValidSet Acc: 0.2240
Epoch [76/1000], Loss: 0.5155, Acc: 0.7796,ValidSet Acc: 0.2240
Epoch [77/1000], Loss: 0.6231, Acc: 0.7218,ValidSet Acc: 0.2240
Epoch [78/1000], Loss: 0.5564, Acc: 0.7425,ValidSet Acc: 0.2240
Epoch [79/1000], Loss: 0.5489, Acc: 0.7523,ValidSet Acc: 0.2240
Epoch [80/1000], Loss: 0.5208, Acc: 0.7547,ValidSet Acc: 0.2240
Epoch [81/1000], Loss: 0.5303, Acc: 0.7547,ValidSet Acc: 0.2240
Epoch [82/1000], Loss: 0.5610, Acc: 0.7688,ValidSet Acc: 0.2083
Epoch [83/1000], Loss: 0.5667, Acc: 0.7796,ValidSet Acc: 0.2083
Epoch [84/1000], Loss: 0.5535, Acc: 0.7340,ValidSet Acc: 0.2083
Epoch [85/1000], Loss: 0.6178, Acc: 0.7086,ValidSet Acc: 0.2083
Epoch [86/1000], Loss: 0.6054, Acc: 0.7359,ValidSet Acc: 0.2083
Epoch [87/1000], Loss: 0.5347, Acc: 0.7810,ValidSet Acc: 0.2240
Epoch [88/1000], Loss: 0.5782, Acc: 0.7514,ValidSet Acc: 0.2083
Epoch [89/1000], Loss: 0.5795, Acc: 0.7556,ValidSet Acc: 0.2083
Epoch [90/1000], Loss: 0.5552, Acc: 0.7448,ValidSet Acc: 0.2083
Epoch [91/1000], Loss: 0.5485, Acc: 0.7434,ValidSet Acc: 0.2083
Epoch [92/1000], Loss: 0.5098, Acc: 0.7787,ValidSet Acc: 0.2083
Epoch [93/1000], Loss: 0.5387, Acc: 0.7603,ValidSet Acc: 0.2083
Epoch [94/1000], Loss: 0.5929, Acc: 0.7613,ValidSet Acc: 0.2083
Epoch [95/1000], Loss: 0.5314, Acc: 0.7655,ValidSet Acc: 0.2083
Epoch [96/1000], Loss: 0.5393, Acc: 0.7505,ValidSet Acc: 0.2083
Epoch [97/1000], Loss: 0.5599, Acc: 0.7646,ValidSet Acc: 0.2083
Epoch [98/1000], Loss: 0.5895, Acc: 0.7383,ValidSet Acc: 0.2083
Epoch [99/1000], Loss: 0.5358, Acc: 0.7632,ValidSet Acc: 0.2083
Epoch [100/1000], Loss: 0.5479, Acc: 0.7636,ValidSet Acc: 0.2083
