MLP Model:
NetWork(
  (fc): Sequential(
    (0): Linear(in_features=10800, out_features=2048, bias=True)
    (1): Dropout(p=0.5, inplace=False)
    (2): ReLU()
    (3): Linear(in_features=2048, out_features=1024, bias=True)
    (4): Dropout(p=0.5, inplace=False)
    (5): ReLU()
    (6): Linear(in_features=1024, out_features=512, bias=True)
    (7): Dropout(p=0.5, inplace=False)
    (8): ReLU()
    (9): Linear(in_features=512, out_features=256, bias=True)
    (10): Dropout(p=0.5, inplace=False)
    (11): ReLU()
    (12): Linear(in_features=256, out_features=4, bias=True)
  )
)
tensor([0.0339, 0.0357, 0.0465, 0.0208], device='cuda:0')
Epoch [1/1000], Loss: 0.1366, Saved!
Epoch [1/1000], Loss: 0.1366, Acc: 0.9861,ValidSet Acc: 0.2778
Epoch [2/1000], Loss: 2.5741, Acc: 0.6065,ValidSet Acc: 0.2778
Epoch [3/1000], Loss: 1.8400, Acc: 0.6343,ValidSet Acc: 0.2778
Epoch [4/1000], Loss: 1.6602, Acc: 0.6829,ValidSet Acc: 0.2569
Epoch [5/1000], Loss: 1.7856, Acc: 0.6713,ValidSet Acc: 0.2569
Epoch [6/1000], Loss: 1.6645, Acc: 0.6250,ValidSet Acc: 0.3194
Epoch [7/1000], Loss: 1.6373, Acc: 0.6343,ValidSet Acc: 0.3403
Epoch [8/1000], Loss: 1.5190, Acc: 0.6574,ValidSet Acc: 0.3403
Epoch [9/1000], Loss: 1.3847, Acc: 0.6921,ValidSet Acc: 0.4028
Epoch [9/1000],ValidSet Acc: 0.4028 Updated!
Epoch [10/1000], Loss: 1.4453, Acc: 0.6574,ValidSet Acc: 0.3032
Epoch [11/1000], Loss: 1.4557, Acc: 0.6875,ValidSet Acc: 0.3032
Epoch [12/1000], Loss: 1.4328, Acc: 0.6806,ValidSet Acc: 0.3403
Epoch [13/1000], Loss: 0.9866, Acc: 0.6944,ValidSet Acc: 0.2824
Epoch [14/1000], Loss: 1.2693, Acc: 0.7199,ValidSet Acc: 0.3194
Epoch [15/1000], Loss: 1.0160, Acc: 0.7662,ValidSet Acc: 0.3194
Epoch [16/1000], Loss: 1.4380, Acc: 0.7130,ValidSet Acc: 0.2986
Epoch [17/1000], Loss: 1.4980, Acc: 0.6690,ValidSet Acc: 0.3032
Epoch [18/1000], Loss: 1.4740, Acc: 0.6736,ValidSet Acc: 0.3032
Epoch [19/1000], Loss: 1.0067, Acc: 0.7292,ValidSet Acc: 0.3403
Epoch [20/1000], Loss: 1.1871, Acc: 0.6667,ValidSet Acc: 0.3032
Epoch [21/1000], Loss: 1.5630, Acc: 0.6736,ValidSet Acc: 0.3241
Epoch [22/1000], Loss: 1.7501, Acc: 0.7176,ValidSet Acc: 0.2662
Epoch [23/1000], Loss: 0.7516, Acc: 0.8079,ValidSet Acc: 0.3403
Epoch [24/1000], Loss: 1.2399, Acc: 0.7315,ValidSet Acc: 0.3032
Epoch [25/1000], Loss: 1.3417, Acc: 0.6713,ValidSet Acc: 0.3194
Epoch [26/1000], Loss: 1.0237, Acc: 0.7523,ValidSet Acc: 0.2662
Epoch [27/1000], Loss: 1.5491, Acc: 0.7569,ValidSet Acc: 0.2083
